,gender_F,gender_M,gender_O,age,income,user_id,became_member_year,total_amt
9615,0,1,0,56,41000.0,9616,2018,0.39
9616,0,1,0,56,33000.0,9617,2018,1.65
9617,0,1,0,68,119000.0,9618,2017,28.79
9618,0,1,0,69,46000.0,9619,2017,91.89
9619,0,1,0,61,94000.0,9620,2018,39.54
9620,1,0,0,71,63000.0,9621,2018,0.0
9621,0,1,0,78,52000.0,9622,2018,6.05
9622,1,0,0,22,72000.0,9623,2017,3.7
9623,0,0,1,48,65404.9915682968,9624,2017,2.42
9624,0,1,0,65,33000.0,9625,2015,3.22
9625,0,0,1,52,65404.9915682968,9626,2018,3.51
9626,1,0,0,60,80000.0,9627,2016,15.72
9627,0,1,0,59,71000.0,9628,2018,14.61
9628,1,0,0,55,109000.0,9629,2016,16.61
9629,0,1,0,64,67000.0,9630,2017,0.49
9630,0,1,0,63,53000.0,9631,2017,18.6
9631,0,1,0,46,72000.0,9632,2016,6.36
9632,1,0,0,52,85000.0,9633,2016,26.6
9633,0,1,0,59,70000.0,9634,2017,16.07
9634,1,0,0,50,87000.0,9635,2014,24.62
9635,0,1,0,70,64000.0,9636,2016,16.84
9636,1,0,0,61,61000.0,9637,2017,9.34
9637,1,0,0,55,82000.0,9638,2018,25.43
9638,1,0,0,75,78000.0,9639,2017,24.74
9639,0,1,0,60,65404.9915682968,9640,2017,3.61
9640,0,0,1,73,65404.9915682968,9641,2017,1.0
9641,1,0,0,50,62000.0,9642,2017,14.98
9642,0,1,0,20,43000.0,9643,2016,4.83
9643,0,1,0,62,94000.0,9644,2016,23.97
9644,0,1,0,65,88000.0,9645,2017,35.03
9645,0,1,0,51,80000.0,9646,2017,21.57
9646,1,0,0,67,76000.0,9647,2017,24.56
9647,0,0,1,62,65404.9915682968,9648,2017,0.33
9648,0,1,0,67,38000.0,9649,2016,1.16
9649,1,0,0,27,73000.0,9650,2017,20.26
9650,1,0,0,61,77000.0,9651,2015,31.94
9651,0,1,0,30,48000.0,9652,2013,2.8200000000000003
9652,1,0,0,67,66000.0,9653,2017,2.34
9653,0,1,0,54,90000.0,9654,2017,16.81
9654,0,1,0,29,54000.0,9655,2016,13.21
9655,1,0,0,54,91000.0,9656,2015,26.59
9656,1,0,0,33,52000.0,9657,2017,14.41
9657,0,1,0,40,34000.0,9658,2016,0.62
9658,1,0,0,68,87000.0,9659,2016,16.84
9659,0,1,0,40,33000.0,9660,2015,1.22
9660,1,0,0,76,68000.0,9661,2017,4.15
9661,1,0,0,47,88000.0,9662,2014,26.42
9662,1,0,0,30,65404.9915682968,9663,2018,1.97
9663,1,0,0,64,85000.0,9664,2018,12.63
9664,1,0,0,51,61000.0,9665,2017,3.16
9665,1,0,0,70,65404.9915682968,9666,2016,2.37
9666,1,0,0,65,73000.0,9667,2017,12.4
9667,0,1,0,37,86000.0,9668,2016,23.42
9668,0,1,0,53,89000.0,9669,2016,32.82
9669,0,1,0,48,98000.0,9670,2017,19.94
9670,1,0,0,66,90000.0,9671,2017,19.69
9671,0,1,0,72,73000.0,9672,2018,20.73
9672,0,1,0,71,78000.0,9673,2016,16.52
9673,0,0,1,64,65000.0,9674,2017,11.68
9674,0,0,1,59,65404.9915682968,9675,2016,2.0
9675,0,1,0,55,70000.0,9676,2017,8.34
9676,1,0,0,21,69000.0,9677,2016,18.26
9677,0,1,0,40,32000.0,9678,2018,4.23
9678,0,1,0,72,31000.0,9679,2013,6.69
9679,0,1,0,58,93000.0,9680,2015,33.5
9680,0,1,0,24,73000.0,9681,2016,8.81
9681,1,0,0,56,110000.0,9682,2016,20.12
9682,0,1,0,59,85000.0,9683,2016,30.79
9683,0,1,0,60,86000.0,9684,2017,22.24
9684,1,0,0,65,68000.0,9685,2016,21.64
9685,0,1,0,74,85000.0,9686,2017,17.45
9686,0,1,0,46,39000.0,9687,2013,1.57
9687,1,0,0,52,92000.0,9688,2017,29.11
9688,0,1,0,74,35000.0,9689,2018,0.0
9689,0,1,0,46,38000.0,9690,2018,0.81
9690,0,1,0,33,63000.0,9691,2015,2.24
9691,1,0,0,80,38000.0,9692,2016,13.98
9692,0,1,0,49,47000.0,9693,2017,2.04
9693,1,0,0,41,67000.0,9694,2017,14.87
9694,1,0,0,49,65404.9915682968,9695,2016,2.09
9695,1,0,0,45,65404.9915682968,9696,2016,4.53
9696,0,1,0,67,108000.0,9697,2016,31.87
9697,0,1,0,74,70000.0,9698,2016,10.59
9698,1,0,0,88,50000.0,9699,2017,9.93
9699,0,1,0,50,61000.0,9700,2014,13.7
9700,1,0,0,52,65404.9915682968,9701,2018,2.48
9701,0,0,1,29,65404.9915682968,9702,2015,0.48
9702,1,0,0,47,55000.0,9703,2015,14.84
9703,1,0,0,66,65404.9915682968,9704,2016,1.0
9704,0,1,0,66,40000.0,9705,2016,10.01
9705,0,1,0,20,35000.0,9706,2017,0.64
9706,0,1,0,80,42000.0,9707,2013,1.48
9707,0,1,0,63,65404.9915682968,9708,2016,0.23
9708,0,1,0,58,77000.0,9709,2018,22.86
9709,0,1,0,48,91000.0,9710,2017,21.38
9710,0,1,0,36,32000.0,9711,2014,0.74
9711,1,0,0,60,108000.0,9712,2015,33.54
9712,0,1,0,77,75000.0,9713,2017,13.32
9713,1,0,0,76,55000.0,9714,2017,1.62
9714,0,1,0,27,34000.0,9715,2017,10.37
9715,0,1,0,26,61000.0,9716,2018,19.36
9716,1,0,0,54,65404.9915682968,9717,2017,1.47
9717,0,1,0,28,36000.0,9718,2017,7.77
9718,0,1,0,53,57000.0,9719,2014,2.33
9719,1,0,0,57,85000.0,9720,2017,19.05
9720,0,0,1,80,65404.9915682968,9721,2017,5.76
9721,0,1,0,63,34000.0,9722,2017,1.4100000000000001
9722,0,0,1,53,68000.0,9723,2017,11.97
9723,0,1,0,65,58000.0,9724,2017,1.74
9724,0,1,0,33,49000.0,9725,2016,4.14
9725,1,0,0,72,61000.0,9726,2017,4.61
9726,0,1,0,77,65404.9915682968,9727,2016,0.75
9727,0,1,0,18,51000.0,9728,2017,14.63
9728,0,1,0,49,53000.0,9729,2017,25.34
9729,1,0,0,42,46000.0,9730,2017,9.68
9730,1,0,0,50,78000.0,9731,2016,23.65
9731,0,1,0,51,59000.0,9732,2017,19.01
9732,0,1,0,19,39000.0,9733,2014,2.03
9733,1,0,0,46,96000.0,9734,2014,25.06
9734,0,1,0,33,57000.0,9735,2017,3.41
9735,0,1,0,48,42000.0,9736,2014,0.99
9736,0,0,1,66,65404.9915682968,9737,2017,4.33
9737,1,0,0,57,95000.0,9738,2017,28.6
9738,0,1,0,66,68000.0,9739,2017,4.55
9739,0,1,0,60,63000.0,9740,2017,7.35
9740,0,1,0,40,45000.0,9741,2016,3.76
9741,1,0,0,82,80000.0,9742,2018,19.42
9742,0,1,0,72,80000.0,9743,2016,20.62
9743,0,1,0,46,32000.0,9744,2016,16.93
9744,0,1,0,76,86000.0,9745,2017,21.83
9745,1,0,0,52,93000.0,9746,2015,22.89
9746,1,0,0,53,77000.0,9747,2017,13.53
9747,0,1,0,46,98000.0,9748,2015,11.8
9748,0,1,0,62,73000.0,9749,2016,23.36
9749,1,0,0,38,66000.0,9750,2016,19.84
9750,0,1,0,49,38000.0,9751,2018,1.08
9751,0,1,0,55,56000.0,9752,2018,12.05
9752,1,0,0,48,87000.0,9753,2016,20.25
9753,0,1,0,33,70000.0,9754,2015,6.5600000000000005
9754,0,1,0,60,63000.0,9755,2018,459.15
9755,0,1,0,24,57000.0,9756,2018,17.94
9756,1,0,0,34,64000.0,9757,2017,21.98
9757,1,0,0,61,51000.0,9758,2016,9.5
9758,0,1,0,61,65404.9915682968,9759,2017,2.48
9759,1,0,0,30,58000.0,9760,2017,18.21
9760,1,0,0,52,65404.9915682968,9761,2016,2.68
9761,0,1,0,48,65404.9915682968,9762,2017,1.22
9762,0,1,0,69,108000.0,9763,2016,29.86
9763,0,1,0,80,98000.0,9764,2017,26.14
9764,1,0,0,75,49000.0,9765,2016,11.32
9765,0,1,0,63,30000.0,9766,2018,1.77
9766,1,0,0,58,74000.0,9767,2017,19.21
9767,1,0,0,46,65404.9915682968,9768,2016,0.49
9768,1,0,0,50,83000.0,9769,2016,16.17
9769,0,1,0,38,37000.0,9770,2018,1.79
9770,1,0,0,62,51000.0,9771,2017,14.48
9771,0,1,0,54,60000.0,9772,2017,0.0
9772,1,0,0,65,64000.0,9773,2017,21.31
9773,0,1,0,68,41000.0,9774,2018,9.08
9774,1,0,0,45,73000.0,9775,2015,23.78
9775,1,0,0,81,84000.0,9776,2016,27.13
9776,0,1,0,26,34000.0,9777,2018,2.31
9777,1,0,0,66,56000.0,9778,2014,0.48
9778,0,1,0,58,79000.0,9779,2016,11.17
9779,0,1,0,52,47000.0,9780,2017,12.5
9780,1,0,0,49,85000.0,9781,2017,16.82
9781,1,0,0,25,32000.0,9782,2014,1.75
9782,0,1,0,75,85000.0,9783,2017,23.73
9783,0,1,0,32,71000.0,9784,2018,1.74
9784,0,1,0,61,57000.0,9785,2016,5.31
9785,0,1,0,47,69000.0,9786,2018,0.84
9786,1,0,0,24,40000.0,9787,2015,1.49
9787,0,1,0,72,94000.0,9788,2016,21.66
9788,0,1,0,55,76000.0,9789,2017,11.36
9789,0,1,0,61,67000.0,9790,2018,21.43
9790,1,0,0,26,74000.0,9791,2018,1.28
9791,0,1,0,81,65404.9915682968,9792,2017,0.23
9792,1,0,0,69,109000.0,9793,2018,19.82
9793,1,0,0,58,79000.0,9794,2015,28.71
9794,1,0,0,55,88000.0,9795,2016,19.77
9795,1,0,0,65,82000.0,9796,2016,24.9
9796,0,1,0,76,54000.0,9797,2015,15.95
9797,1,0,0,29,64000.0,9798,2018,10.91
9798,0,1,0,24,38000.0,9799,2017,10.64
9799,0,1,0,67,118000.0,9800,2017,14.39
9800,0,1,0,49,98000.0,9801,2015,16.81
9801,0,1,0,17,65404.9915682968,9802,2015,66.5
9802,0,1,0,94,74000.0,9803,2017,5.36
9803,1,0,0,85,34000.0,9804,2018,8.84
9804,1,0,0,53,34000.0,9805,2018,1.77
9805,0,1,0,41,65404.9915682968,9806,2017,4.94
9806,1,0,0,24,50000.0,9807,2018,0.54
9807,1,0,0,70,118000.0,9808,2018,26.89
9808,1,0,0,49,56000.0,9809,2017,12.63
9809,0,1,0,1,65404.9915682968,9810,2016,0.54
9810,1,0,0,60,50000.0,9811,2017,18.2
9811,0,1,0,37,70000.0,9812,2017,0.28
9812,1,0,0,81,36000.0,9813,2015,9.41
9813,1,0,0,51,99000.0,9814,2016,26.99
9814,1,0,0,72,54000.0,9815,2016,16.88
9815,1,0,0,51,65404.9915682968,9816,2018,0.52
9816,1,0,0,58,47000.0,9817,2016,7.62
9817,1,0,0,49,96000.0,9818,2016,40.15
9818,1,0,0,63,107000.0,9819,2018,21.41
9819,1,0,0,43,65404.9915682968,9820,2018,0.0
9820,0,1,0,54,53000.0,9821,2017,10.34
9821,0,1,0,35,65404.9915682968,9822,2018,0.0
9822,0,1,0,53,57000.0,9823,2017,1.24
9823,0,1,0,29,59000.0,9824,2013,9.28
9824,0,1,0,70,116000.0,9825,2016,22.48
9825,1,0,0,28,45000.0,9826,2017,8.91
9826,0,1,0,35,38000.0,9827,2018,1.56
9827,0,1,0,69,65404.9915682968,9828,2016,2.58
9828,0,1,0,62,72000.0,9829,2017,17.56
9829,1,0,0,83,37000.0,9830,2016,9.51
9830,0,1,0,34,73000.0,9831,2016,4.82
9831,0,1,0,21,72000.0,9832,2016,25.19
9832,1,0,0,52,73000.0,9833,2017,32.04
9833,1,0,0,40,52000.0,9834,2018,5.6
9834,1,0,0,65,78000.0,9835,2017,32.12
9835,0,0,1,66,65404.9915682968,9836,2017,0.42
9836,0,0,1,80,65404.9915682968,9837,2017,0.0
9837,1,0,0,78,89000.0,9838,2016,29.16
9838,0,1,0,53,64000.0,9839,2015,18.3
9839,1,0,0,38,77000.0,9840,2017,21.23
9840,0,0,1,58,65404.9915682968,9841,2018,0.5700000000000001
9841,0,1,0,51,65404.9915682968,9842,2017,0.4
9842,0,0,1,9,65404.9915682968,9843,2017,0.8200000000000001
9843,0,1,0,35,45000.0,9844,2016,4.89
9844,0,1,0,75,87000.0,9845,2017,27.02
9845,0,1,0,36,64000.0,9846,2018,5.65
9846,0,0,1,20,67000.0,9847,2018,4.39
9847,1,0,0,63,104000.0,9848,2016,37.1
9848,0,1,0,65,77000.0,9849,2016,12.64
9849,1,0,0,51,84000.0,9850,2017,27.24
9850,0,1,0,94,75000.0,9851,2016,21.5
9851,0,1,0,24,65000.0,9852,2018,18.68
9852,0,1,0,70,119000.0,9853,2016,23.05
9853,0,1,0,39,94000.0,9854,2016,29.68
9854,1,0,0,48,55000.0,9855,2013,13.18
9855,0,1,0,37,36000.0,9856,2017,9.7
9856,1,0,0,74,115000.0,9857,2018,32.33
9857,0,1,0,36,41000.0,9858,2016,7.22
9858,0,1,0,52,35000.0,9859,2014,1.3599999999999999
9859,0,1,0,57,72000.0,9860,2018,24.47
9860,1,0,0,24,39000.0,9861,2018,2.22
9861,1,0,0,47,65000.0,9862,2017,20.24
9862,0,1,0,55,80000.0,9863,2017,23.27
9863,0,1,0,43,67000.0,9864,2016,21.86
9864,0,1,0,84,66000.0,9865,2015,114.47
9865,0,1,0,72,55000.0,9866,2015,1.98
9866,1,0,0,53,75000.0,9867,2015,18.96
9867,0,1,0,61,41000.0,9868,2018,2.45
9868,1,0,0,61,82000.0,9869,2018,18.62
9869,1,0,0,78,93000.0,9870,2017,32.07
9870,1,0,0,49,81000.0,9871,2018,30.19
9871,1,0,0,60,36000.0,9872,2018,7.37
9872,0,1,0,26,65404.9915682968,9873,2016,0.22
9873,0,1,0,56,49000.0,9874,2016,286.81
9874,0,0,1,68,65404.9915682968,9875,2017,0.21
9875,1,0,0,54,64000.0,9876,2017,21.76
9876,1,0,0,61,115000.0,9877,2016,18.99
9877,0,1,0,80,65404.9915682968,9878,2018,2.1
9878,1,0,0,52,70000.0,9879,2017,17.41
9879,1,0,0,68,58000.0,9880,2015,620.21
9880,0,1,0,73,54000.0,9881,2013,12.37
9881,0,1,0,22,40000.0,9882,2018,0.51
9882,0,1,0,76,65404.9915682968,9883,2017,1.33
9883,1,0,0,22,40000.0,9884,2017,0.92
9884,1,0,0,55,32000.0,9885,2017,8.01
9885,0,1,0,27,44000.0,9886,2017,4.33
9886,0,1,0,54,94000.0,9887,2018,18.14
9887,1,0,0,61,33000.0,9888,2016,1.32
9888,0,1,0,80,35000.0,9889,2018,4.8100000000000005
9889,0,1,0,47,34000.0,9890,2017,67.38
9890,1,0,0,67,60000.0,9891,2018,7.65
9891,1,0,0,62,62000.0,9892,2016,18.68
9892,1,0,0,60,46000.0,9893,2014,3.18
9893,1,0,0,44,65404.9915682968,9894,2016,3.46
9894,0,1,0,45,55000.0,9895,2017,5.07
9895,0,1,0,38,46000.0,9896,2018,5.82
9896,0,1,0,20,32000.0,9897,2018,6.23
9897,0,1,0,43,72000.0,9898,2017,1.73
9898,0,1,0,45,35000.0,9899,2018,4.55
9899,0,1,0,55,65404.9915682968,9900,2016,1.48
9900,0,1,0,19,67000.0,9901,2018,1.6
9901,1,0,0,72,60000.0,9902,2015,17.44
9902,1,0,0,58,119000.0,9903,2017,24.88
9903,0,1,0,47,39000.0,9904,2016,4.4
9904,0,1,0,60,45000.0,9905,2015,4.22
9905,0,1,0,31,46000.0,9906,2016,3.8
9906,0,1,0,66,73000.0,9907,2016,30.59
9907,1,0,0,25,63000.0,9908,2017,11.58
9908,0,1,0,71,90000.0,9909,2017,31.72
9909,0,1,0,32,33000.0,9910,2017,18.51
9910,0,0,1,64,65404.9915682968,9911,2017,0.55
9911,0,1,0,59,40000.0,9912,2014,6.59
9912,0,1,0,53,38000.0,9913,2017,15.22
9913,1,0,0,73,108000.0,9914,2016,31.83
9914,1,0,0,49,60000.0,9915,2017,6.07
9915,0,1,0,56,84000.0,9916,2018,22.59
9916,1,0,0,46,51000.0,9917,2017,5.96
9917,1,0,0,44,70000.0,9918,2016,17.77
9918,1,0,0,51,60000.0,9919,2018,32.42
9919,1,0,0,71,72000.0,9920,2017,15.47
9920,1,0,0,38,87000.0,9921,2016,20.89
9921,1,0,0,86,55000.0,9922,2016,15.52
9922,0,1,0,50,42000.0,9923,2017,3.45
9923,1,0,0,33,74000.0,9924,2016,18.77
9924,0,1,0,55,37000.0,9925,2014,7.87
9925,0,0,1,61,65404.9915682968,9926,2018,2.89
9926,0,1,0,46,46000.0,9927,2015,12.87
9927,0,1,0,30,74000.0,9928,2018,2.36
9928,1,0,0,93,115000.0,9929,2017,20.69
9929,0,1,0,44,65404.9915682968,9930,2018,0.5700000000000001
9930,1,0,0,49,72000.0,9931,2015,19.57
9931,1,0,0,58,105000.0,9932,2017,29.48
9932,0,1,0,58,84000.0,9933,2015,17.6
9933,0,1,0,45,63000.0,9934,2017,16.49
9934,0,1,0,20,70000.0,9935,2018,5.17
9935,0,0,1,62,65404.9915682968,9936,2017,2.85
9936,0,1,0,27,50000.0,9937,2015,29.89
9937,0,1,0,32,65404.9915682968,9938,2017,0.0
9938,0,1,0,41,64000.0,9939,2015,12.09
9939,1,0,0,48,34000.0,9940,2017,4.87
9940,1,0,0,71,63000.0,9941,2018,3.95
9941,0,0,1,51,69000.0,9942,2017,14.57
9942,1,0,0,37,59000.0,9943,2017,10.51
9943,0,1,0,38,41000.0,9944,2018,11.45
9944,0,0,1,75,65404.9915682968,9945,2015,2.19
9945,0,1,0,50,70000.0,9946,2018,24.23
9946,0,0,1,33,65404.9915682968,9947,2016,2.59
9947,0,1,0,65,59000.0,9948,2016,11.41
9948,0,1,0,78,79000.0,9949,2017,25.51
9949,1,0,0,53,73000.0,9950,2017,11.28
9950,0,1,0,21,45000.0,9951,2018,8.08
9951,0,0,1,52,65404.9915682968,9952,2017,0.0
9952,1,0,0,39,51000.0,9953,2018,12.01
9953,0,0,1,24,36000.0,9954,2018,2.77
9954,0,1,0,48,45000.0,9955,2017,8.03
9955,1,0,0,41,94000.0,9956,2016,28.55
9956,0,1,0,36,34000.0,9957,2018,0.6000000000000001
9957,1,0,0,69,80000.0,9958,2017,17.59
9958,1,0,0,32,50000.0,9959,2014,7.63
9959,1,0,0,61,71000.0,9960,2017,29.2
9960,0,1,0,40,52000.0,9961,2018,4.75
9961,0,1,0,109,65404.9915682968,9962,2017,2.87
9962,1,0,0,61,47000.0,9963,2017,4.72
9963,0,1,0,86,44000.0,9964,2016,1.47
9964,1,0,0,83,82000.0,9965,2017,12.91
9965,1,0,0,61,60000.0,9966,2014,4.49
9966,0,0,1,56,65404.9915682968,9967,2015,2.02
9967,0,1,0,88,67000.0,9968,2018,3.03
9968,0,1,0,48,65000.0,9969,2018,6.76
9969,1,0,0,53,103000.0,9970,2018,48.39
9970,1,0,0,52,73000.0,9971,2017,21.94
9971,0,1,0,46,65404.9915682968,9972,2018,0.55
9972,0,1,0,40,64000.0,9973,2018,1.32
9973,1,0,0,91,54000.0,9974,2017,2.5700000000000003
9974,1,0,0,55,101000.0,9975,2015,43.4
9975,0,1,0,67,66000.0,9976,2018,19.97
9976,1,0,0,61,97000.0,9977,2017,20.74
9977,0,1,0,45,55000.0,9978,2017,4.27
9978,0,1,0,62,62000.0,9979,2018,11.84
9979,0,1,0,62,33000.0,9980,2016,4.01
9980,1,0,0,52,63000.0,9981,2016,13.92
9981,1,0,0,38,48000.0,9982,2016,6.31
9982,0,1,0,68,51000.0,9983,2017,0.35000000000000003
9983,0,0,1,80,65404.9915682968,9984,2015,2.42
9984,1,0,0,42,58000.0,9985,2017,15.05
9985,0,1,0,59,59000.0,9986,2016,11.62
9986,0,1,0,45,55000.0,9987,2017,1.4100000000000001
9987,0,1,0,71,99000.0,9988,2018,0.0
9988,0,1,0,51,33000.0,9989,2014,1.18
9989,0,1,0,57,82000.0,9990,2017,32.17
9990,0,1,0,71,96000.0,9991,2017,13.71
9991,1,0,0,37,83000.0,9992,2017,22.03
9992,1,0,0,44,35000.0,9993,2017,5.1
9993,1,0,0,64,56000.0,9994,2014,1.06
9994,0,1,0,46,100000.0,9995,2017,30.36
9995,0,1,0,89,46000.0,9996,2016,6.05
9996,0,1,0,48,46000.0,9997,2017,19.7
9997,0,1,0,65,51000.0,9998,2018,10.93
9998,0,1,0,63,90000.0,9999,2016,24.85
9999,1,0,0,42,65404.9915682968,10000,2017,0.26
10000,1,0,0,56,71000.0,10001,2016,22.98
10001,0,1,0,69,62000.0,10002,2015,17.89
10002,1,0,0,66,74000.0,10003,2018,14.91
10003,0,1,0,64,53000.0,10004,2018,0.0
10004,0,1,0,28,64000.0,10005,2017,2.2800000000000002
10005,0,1,0,37,66000.0,10006,2016,3.6
10006,0,1,0,58,82000.0,10007,2017,23.48
10007,0,1,0,66,69000.0,10008,2017,8.97
10008,1,0,0,55,65404.9915682968,10009,2017,0.30000000000000004
10009,1,0,0,55,104000.0,10010,2017,30.02
10010,1,0,0,48,59000.0,10011,2017,17.7
10011,1,0,0,32,69000.0,10012,2018,15.04
10012,0,0,1,56,65404.9915682968,10013,2018,2.5700000000000003
10013,0,1,0,58,103000.0,10014,2016,34.59
10014,1,0,0,59,65404.9915682968,10015,2016,1.07
10015,1,0,0,68,109000.0,10016,2016,26.6
10016,0,0,1,84,65404.9915682968,10017,2016,0.11
10017,0,0,1,58,65404.9915682968,10018,2017,0.53
10018,1,0,0,66,55000.0,10019,2018,25.25
10019,0,1,0,30,67000.0,10020,2013,3.6
10020,1,0,0,96,78000.0,10021,2016,18.02
10021,0,1,0,62,69000.0,10022,2017,13.29
10022,1,0,0,33,30000.0,10023,2017,13.31
10023,0,1,0,60,65000.0,10024,2014,9.1
10024,0,0,1,41,65404.9915682968,10025,2016,0.07
10025,1,0,0,56,46000.0,10026,2018,2.8200000000000003
10026,1,0,0,69,83000.0,10027,2015,18.14
10027,0,1,0,56,70000.0,10028,2016,10.44
10028,0,1,0,24,35000.0,10029,2017,3.93
10029,1,0,0,55,80000.0,10030,2018,27.35
10030,1,0,0,61,77000.0,10031,2016,12.97
10031,0,1,0,61,78000.0,10032,2018,14.1
10032,1,0,0,58,87000.0,10033,2017,24.78
10033,0,1,0,41,44000.0,10034,2018,11.1
10034,0,0,1,57,65404.9915682968,10035,2017,2.04
10035,0,1,0,27,59000.0,10036,2013,4.22
10036,1,0,0,44,58000.0,10037,2017,11.74
10037,1,0,0,65,96000.0,10038,2018,36.73
10038,1,0,0,30,69000.0,10039,2015,22.06
10039,1,0,0,68,117000.0,10040,2016,14.55
10040,0,1,0,44,65404.9915682968,10041,2016,4.66
10041,0,1,0,56,67000.0,10042,2018,2.91
10042,0,0,1,33,65404.9915682968,10043,2017,0.59
10043,0,1,0,53,32000.0,10044,2018,1.72
10044,1,0,0,34,65404.9915682968,10045,2017,2.2800000000000002
10045,0,1,0,37,65404.9915682968,10046,2016,4.23
10046,0,1,0,33,42000.0,10047,2015,2.7199999999999998
10047,0,1,0,52,92000.0,10048,2018,18.26
10048,0,1,0,57,73000.0,10049,2016,22.06
10049,0,1,0,58,75000.0,10050,2017,2.3
10050,1,0,0,84,65404.9915682968,10051,2015,1.8900000000000001
10051,0,1,0,60,51000.0,10052,2017,18.17
10052,0,1,0,60,32000.0,10053,2018,10.29
10053,0,1,0,38,48000.0,10054,2018,2.03
10054,0,1,0,52,79000.0,10055,2015,22.28
10055,0,1,0,69,61000.0,10056,2016,11.58
10056,0,1,0,19,54000.0,10057,2018,0.25
10057,1,0,0,71,64000.0,10058,2016,10.36
10058,1,0,0,88,61000.0,10059,2018,16.15
10059,1,0,0,52,78000.0,10060,2015,14.43
10060,0,0,1,81,65404.9915682968,10061,2015,0.36
10061,1,0,0,49,91000.0,10062,2018,0.0
10062,0,1,0,61,94000.0,10063,2015,24.99
10063,1,0,0,25,60000.0,10064,2016,11.76
10064,0,0,1,57,65404.9915682968,10065,2016,0.11
10065,1,0,0,28,72000.0,10066,2018,4.08
10066,1,0,0,57,93000.0,10067,2016,26.87
10067,0,1,0,69,44000.0,10068,2014,3.18
10068,0,1,0,42,62000.0,10069,2018,1.9
10069,1,0,0,73,62000.0,10070,2016,14.52
10070,1,0,0,53,42000.0,10071,2017,3.71
10071,0,1,0,76,51000.0,10072,2018,7.74
10072,1,0,0,72,75000.0,10073,2015,12.69
10073,0,1,0,72,46000.0,10074,2017,13.45
10074,0,1,0,43,37000.0,10075,2017,0.51
10075,0,1,0,84,65404.9915682968,10076,2016,4.87
10076,0,1,0,28,58000.0,10077,2018,19.57
10077,0,1,0,89,67000.0,10078,2015,14.94
10078,0,1,0,38,70000.0,10079,2018,9.68
10079,1,0,0,65,65404.9915682968,10080,2018,2.04
10080,1,0,0,59,93000.0,10081,2017,17.27
10081,1,0,0,94,49000.0,10082,2018,0.17
10082,1,0,0,49,60000.0,10083,2017,8.12
10083,0,1,0,64,75000.0,10084,2015,20.09
10084,0,1,0,67,88000.0,10085,2017,20.06
10085,0,0,1,43,65404.9915682968,10086,2015,0.44
10086,1,0,0,53,62000.0,10087,2017,10.67
10087,0,1,0,63,50000.0,10088,2017,11.22
10088,0,1,0,53,79000.0,10089,2015,15.18
10089,0,0,1,43,65404.9915682968,10090,2015,0.37
10090,1,0,0,41,93000.0,10091,2018,13.72
10091,0,1,0,53,65404.9915682968,10092,2017,6.38
10092,1,0,0,61,60000.0,10093,2017,2.06
10093,1,0,0,80,97000.0,10094,2016,29.28
10094,0,1,0,27,62000.0,10095,2014,2.84
10095,1,0,0,71,65000.0,10096,2016,10.39
10096,1,0,0,57,97000.0,10097,2017,26.01
10097,1,0,0,54,86000.0,10098,2017,16.39
10098,1,0,0,39,94000.0,10099,2017,31.11
10099,1,0,0,95,93000.0,10100,2016,24.22
10100,0,1,0,66,33000.0,10101,2015,0.5700000000000001
10101,1,0,0,21,65404.9915682968,10102,2018,1.53
10102,0,1,0,71,78000.0,10103,2018,24.85
10103,0,1,0,79,31000.0,10104,2017,5.42
10104,0,1,0,46,65404.9915682968,10105,2015,0.18
10105,0,1,0,83,65404.9915682968,10106,2015,6.84
10106,1,0,0,62,51000.0,10107,2018,6.67
10107,0,1,0,64,84000.0,10108,2016,22.57
10108,1,0,0,57,102000.0,10109,2017,25.06
10109,1,0,0,48,91000.0,10110,2016,25.54
10110,1,0,0,19,31000.0,10111,2018,1.6400000000000001
10111,0,1,0,26,53000.0,10112,2014,0.98
10112,1,0,0,65,44000.0,10113,2016,8.79
10113,0,1,0,61,52000.0,10114,2017,1.25
10114,0,1,0,80,34000.0,10115,2013,0.25
10115,1,0,0,81,110000.0,10116,2018,37.01
10116,0,1,0,98,64000.0,10117,2017,2.9699999999999998
10117,1,0,0,62,88000.0,10118,2018,14.83
10118,0,1,0,66,83000.0,10119,2018,20.17
10119,1,0,0,41,65404.9915682968,10120,2018,5.6
10120,1,0,0,76,96000.0,10121,2016,19.56
10121,1,0,0,84,61000.0,10122,2017,7.53
10122,0,1,0,64,104000.0,10123,2017,29.22
10123,0,0,1,61,65404.9915682968,10124,2017,1.6099999999999999
10124,0,1,0,64,69000.0,10125,2017,33.46
10125,1,0,0,63,98000.0,10126,2017,22.39
10126,1,0,0,21,50000.0,10127,2014,2.06
10127,1,0,0,33,42000.0,10128,2018,0.62
10128,1,0,0,26,73000.0,10129,2017,2.25
10129,0,1,0,52,67000.0,10130,2017,7.99
10130,1,0,0,55,65404.9915682968,10131,2016,6.03
10131,0,1,0,49,112000.0,10132,2015,21.08
10132,0,1,0,59,47000.0,10133,2017,15.84
10133,1,0,0,39,71000.0,10134,2016,16.43
10134,1,0,0,91,107000.0,10135,2015,21.07
10135,1,0,0,50,79000.0,10136,2017,22.22
10136,1,0,0,22,49000.0,10137,2018,1.81
10137,0,1,0,54,48000.0,10138,2018,0.9
